ko	name	description	module_id	module	pathway_id	pathway	class
K01498	ribD1	diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11752	ribD1	diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00082	ribD2	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11752	ribD2	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22912	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20860	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20861	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20862	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K21063	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K21064	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K02858	ribB, RIB3	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14652	ribB, RIB3	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K02858	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14652	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K02858	ribE, RIB5	riboflavin synthase [EC:2.5.1.9]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K14652	ribE, RIB5	riboflavin synthase [EC:2.5.1.9]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00861	RFK, FMN1	riboflavin kinase [EC:2.7.1.26]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20884	RFK, FMN1	riboflavin kinase [EC:2.7.1.26]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	RFK, FMN1	riboflavin kinase [EC:2.7.1.26]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	FLAD1	FAD synthetase [EC:2.7.7.2]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	FLAD1	FAD synthetase [EC:2.7.7.2]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	FLAD1	FAD synthetase [EC:2.7.7.2]	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	PAL	phenylalanine ammonia-lyase [EC:4.3.1.24]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	PAL	phenylalanine ammonia-lyase [EC:4.3.1.24]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	PAL	phenylalanine ammonia-lyase [EC:4.3.1.24]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	CYP73A	trans-cinnamate 4-monooxygenase [EC:1.14.14.91]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	CYP73A	trans-cinnamate 4-monooxygenase [EC:1.14.14.91]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	CYP73A	trans-cinnamate 4-monooxygenase [EC:1.14.14.91]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	4CL	4-coumarate--CoA ligase [EC:6.2.1.12]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	4CL	4-coumarate--CoA ligase [EC:6.2.1.12]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	4CL	4-coumarate--CoA ligase [EC:6.2.1.12]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	CHS	chalcone synthase [EC:2.3.1.74]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	CHS	chalcone synthase [EC:2.3.1.74]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	CHS	chalcone synthase [EC:2.3.1.74]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	E5.5.1.6	chalcone isomerase [EC:5.5.1.6]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	E5.5.1.6	chalcone isomerase [EC:5.5.1.6]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	E5.5.1.6	chalcone isomerase [EC:5.5.1.6]	M00137	Flavanone biosynthesis, phenylalanine => naringenin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	F3H	naringenin 3-dioxygenase [EC:1.14.11.9]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	F3H	naringenin 3-dioxygenase [EC:1.14.11.9]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	F3H	naringenin 3-dioxygenase [EC:1.14.11.9]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	DFR	bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	DFR	bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	DFR	bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	ANS	anthocyanidin synthase [EC:1.14.20.4]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	ANS	anthocyanidin synthase [EC:1.14.20.4]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	ANS	anthocyanidin synthase [EC:1.14.20.4]	M00138	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00953	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K22949	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11753	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	idsA	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	idsA	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	GPS	geranyl diphosphate synthase [EC:2.5.1.1]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	GPS	geranyl diphosphate synthase [EC:2.5.1.1]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13787	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00804	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00804	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00804	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	GGPS1	geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00804	GGPS1	geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K13789	metK	S-adenosylmethionine synthetase [EC:2.5.1.6]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K00804	metK	S-adenosylmethionine synthetase [EC:2.5.1.6]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20772	ACS1_2_6	1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01762	ACS1_2_6	1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20772	E1.14.17.4	aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01762	E1.14.17.4	aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20772	CYP79A1	tyrosine N-monooxygenase [EC:1.14.14.36]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01762	CYP79A1	tyrosine N-monooxygenase [EC:1.14.14.36]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20772	CYP71E1	4-hydroxyphenylacetaldehyde oxime monooxygenase [EC:1.14.14.37]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01762	CYP71E1	4-hydroxyphenylacetaldehyde oxime monooxygenase [EC:1.14.14.37]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K20772	UGT85B1	cyanohydrin beta-glucosyltransferase [EC:2.4.1.85]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K01762	UGT85B1	cyanohydrin beta-glucosyltransferase [EC:2.4.1.85]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11812	CYP79B1_2	tryptophan N-monooxygenase [EC:1.14.14.156]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11813	CYP79B1_2	tryptophan N-monooxygenase [EC:1.14.14.156]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11812	CYP83B1	aromatic aldoxime N-monooxygenase [EC:1.14.14.45]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11813	CYP83B1	aromatic aldoxime N-monooxygenase [EC:1.14.14.45]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11812	SUR1, RTY	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11813	SUR1, RTY	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11812	UGT74B1	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11813	UGT74B1	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11812	ST5A, SOT16	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K11813	ST5A, SOT16	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K09587	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12639	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K09587	CYP90A1, CPD	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12639	CYP90A1, CPD	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K09587	DET2	steroid 5-alpha-reductase [EC:1.3.1.22]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12639	DET2	steroid 5-alpha-reductase [EC:1.3.1.22]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12637	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12638	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
K12637	CYP92A6	typhasterol/6-deoxotyphasterol 2alpha-hydroxylase	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01110]	ko01110	Biosynthesis of secondary metabolites	None
